iter	Logloss
344	0.02372566333
345	0.0237245996
346	0.0237237279
347	0.02372303368
348	0.02372084686
349	0.02372043137
350	0.02371854831
351	0.02371692711
352	0.02371609032
353	0.02371538679
354	0.02371504695
355	0.0237126844
356	0.02370915918
357	0.02370629443
358	0.02370609251
359	0.02370522546
360	0.02370325162
361	0.02370249921
362	0.02370161122
363	0.02370001038
364	0.02369946164
365	0.02369908282
366	0.02369859576
367	0.02369696757
368	0.02369651019
369	0.02369580724
370	0.02369491343
371	0.02369464575
372	0.02369361227
373	0.02369272486
374	0.02369123575
375	0.02368958138
376	0.02368921303
377	0.02368826102
378	0.02368717983
379	0.02368662818
380	0.0236857687
381	0.02368535729
382	0.02368496392
383	0.0236844658
384	0.02368352776
385	0.0236833433
386	0.02368233252
387	0.02368218122
388	0.02368126355
389	0.0236806281
390	0.02367990304
391	0.02367744912
392	0.02367524484
393	0.02367424454
394	0.02367277813
395	0.02367130996
396	0.02367087644
397	0.02366962359
398	0.02366871755
399	0.02366702128
400	0.02366638525
401	0.02366585339
402	0.02366513182
403	0.0236635048
404	0.023662977
405	0.0236617934
406	0.0236605033
407	0.02366020362
408	0.02365797955
409	0.02365728475
410	0.02365649452
411	0.02365422332
412	0.0236512003
413	0.02365023432
414	0.02364842458
415	0.02364587232
416	0.0236438915
417	0.02364226273
418	0.02364018705
419	0.02363953124
420	0.02363912449
421	0.02363849544
422	0.02363758068
423	0.02363708431
424	0.02363620911
425	0.02363555097
426	0.02363543284
427	0.02363459431
428	0.02363391871
429	0.02363349392
430	0.0236327386
431	0.02362905336
432	0.02362844526
433	0.02362750955
434	0.0236263626
435	0.0236242654
436	0.02362387261
437	0.02362299625
438	0.0236221775
439	0.02362116556
440	0.02362040325
441	0.02361991212
442	0.02361931043
443	0.02361817977
444	0.02361756702
445	0.0236168891
446	0.02361408952
447	0.02361301881
448	0.02360915899
449	0.02360742374
450	0.02360701582
451	0.02360327704
452	0.02360298609
453	0.02360118856
454	0.02359983446
455	0.02359754755
456	0.02359634416
457	0.02359502788
458	0.02359358881
459	0.02359185472
460	0.02359052854
461	0.02358916454
462	0.02358818519
463	0.02358681653
464	0.02358598615
465	0.02358481127
466	0.02358381446
467	0.02358157468
468	0.02357958688
469	0.02357807973
470	0.02357750945
471	0.02357670118
472	0.02357586439
473	0.02357530052
474	0.02357506194
475	0.02357420595
476	0.02357214889
477	0.02357151112
478	0.02356972524
479	0.02356867721
480	0.02356791084
481	0.02356672199
482	0.02356608713
483	0.02356562858
484	0.02356467716
485	0.02356367278
486	0.02356229715
487	0.02356111179
488	0.02355965527
489	0.02355872538
490	0.02355702678
491	0.02355574134
492	0.02355412654
493	0.02355325251
494	0.02355235928
495	0.02355033015
496	0.02354996413
497	0.02354890098
498	0.02354632312
499	0.02354527335
